# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	41606
#@/user_id	fred-mbp
a 	啊	c=754 d=2.64207 t=41606
rong yao 	榮耀	c=5 d=9.14368e-36 t=41606
rong yi 	容易	c=6 d=0.0900325 t=41606
rong yi diao luo 	容易掉落	c=1 d=0.904837 t=41606
ru 	入	c=2 d=5.30731e-48 t=41606
ru 	如	c=3 d=1.30605e-53 t=41606
ru chang 	入場	c=1 d=1.66609e-35 t=41606
ru cheng 	汝城	c=0 d=3.00049e-16 t=41606
ru cheng o 	汝城哦	c=1 d=3.01553e-15 t=41606
ru ci 	如此	c=2 d=0.0166557 t=41606
ru guo 	如果	c=84 d=1.60402 t=41606
ru guo pai 	如果派	c=1 d=2.15809e-79 t=41606
ru he 	如何	c=39 d=0.000204521 t=41606
ru he yong 	如何用	c=1 d=1.11427e-67 t=41606
ru men 	入門	c=2 d=2.42553e-13 t=41606
ru men ji 	入門級	c=0 d=0.000108086 t=41606
ru men ji bian 	入門級便	c=1 d=0.00108628 t=41606
ru men kuan 	入門款	c=1 d=2.43762e-12 t=41606
ru men yi men 	入門一門	c=1 d=3.66707e-81 t=41606
ru meng 	如夢	c=1 d=8.66587e-81 t=41606
ru qu 	入取	c=1 d=1.52741e-42 t=41606
ru shou 	入手	c=1 d=0.0387742 t=41606
ru xue 	入學	c=0 d=1.21379e-45 t=41606
ru yi lang jun 	如意郎君	c=1 d=0.00603608 t=41606
ru you 	如有	c=0 d=5.09904e-78 t=41606
ru you bu fu 	如有不服	c=1 d=5.1246e-77 t=41606
ruan jian 	軟件	c=9 d=0.279431 t=41606
ruan ti 	軟體	c=21 d=0.954092 t=41606
ruan ying 	軟硬	c=1 d=0.38868 t=41606
rui 	瑞	c=1 d=2.72282e-49 t=41606
rui li 	銳利	c=0 d=7.62397e-75 t=41606
run se 	潤色	c=1 d=1.00985e-27 t=41606
sai 	賽	c=0 d=9.40903e-50 t=41606
sai che 	賽車	c=6 d=3.66781e-54 t=41606
sai er 	塞爾	c=1 d=3.05372e-17 t=41606
sai er da 	塞爾達	c=1 d=3.06903e-16 t=41606
sai re 	賽熱	c=1 d=0.000284437 t=41606
sai xuan 	賽炫	c=17 d=0.759572 t=41606
sai zi 	塞子	c=1 d=0.13466 t=41606
san 	三	c=9 d=4.91111e-10 t=41606
san bai 	三百	c=0 d=1.36338e-30 t=41606
san bai zhao 	三百兆	c=1 d=1.37022e-29 t=41606
san bo 	散播	c=1 d=1.27316e-47 t=41606
san ge 	三個	c=4 d=0.280832 t=41606
san ge fu zhu 	三個輔助	c=1 d=2.7985e-48 t=41606
san ge ren 	三個人	c=2 d=0.000119762 t=41606
san ge xuan xiang 	三個選項	c=1 d=5.86049e-38 t=41606
san ge yue 	三個月	c=1 d=0.873716 t=41606
san jian 	三件	c=0 d=1.07602e-10 t=41606
san jian tao 	三件套	c=1 d=1.08141e-09 t=41606
san jiao han shu 	三角函數	c=2 d=2.90737e-22 t=41606
san kuai 	三塊	c=0 d=0.000778933 t=41606
san kuan 	三款	c=0 d=6.72126e-63 t=41606
san lou 	三樓	c=1 d=9.56811e-11 t=41606
san mei 	三妹	c=1 d=1.1904e-21 t=41606
san nian qian 	三年前	c=1 d=0.00106477 t=41606
san pai 	三排	c=1 d=3.56487e-72 t=41606
san re 	散熱	c=10 d=0.806541 t=41606
san re pian 	散熱片	c=1 d=0.120633 t=41606
san ren 	三人	c=1 d=1.68633e-30 t=41606
san se 	三色	c=1 d=1.85912e-60 t=41606
san shi ba 	三十八	c=0 d=8.44068e-37 t=41606
san shi ba du liu 	三十八度六	c=1 d=8.48299e-36 t=41606
san wan 	三萬	c=1 d=2.21016e-36 t=41606
san xing 	三星	c=5 d=7.60219e-11 t=41606
san yao su 	三要素	c=1 d=4.29909e-40 t=41606
san yong 	三用	c=2 d=0.615614 t=41606
san yong dian biao 	三用電錶	c=1 d=0.557106 t=41606
san zhong 	三種	c=1 d=5.38752e-48 t=41606
san zhou 	三軸	c=3 d=0.640006 t=41606
sang 	桑	c=0 d=2.4566e-16 t=41606
sang en gong 	桑恩公	c=1 d=2.46891e-15 t=41606
sao miao 	掃描	c=6 d=0.000156102 t=41606
sao rao 	騷擾	c=1 d=7.79995e-19 t=41606
se 	色	c=3 d=0.00408677 t=41606
se bi 	色逼	c=1 d=1.84514e-30 t=41606
se diao 	色調	c=1 d=4.1921e-67 t=41606
se mang 	色盲	c=0 d=4.17643e-24 t=41606
se mang bei lun 	色盲悖論	c=1 d=4.19737e-23 t=41606
se qing 	色情	c=1 d=1.39258e-43 t=41606
sen lin 	森林	c=1 d=4.15207e-13 t=41606
sha 	傻	c=1 d=1.46045e-44 t=41606
sha 	啥	c=7 d=0.0265162 t=41606
sha 	殺	c=1 d=3.08957e-65 t=41606
sha de 	啥的	c=1 d=0.348192 t=41606
sha diao 	沙雕	c=1 d=2.7388e-59 t=41606
sha dou 	啥都	c=1 d=6.08495e-39 t=41606
sha shi hou 	啥時候	c=0 d=6.91911e-22 t=41606
sha si 	殺死	c=0 d=3.17943e-21 t=41606
sha yi si 	啥意思	c=1 d=0.245367 t=41606
sha zi 	傻子	c=2 d=1.2471e-39 t=41606
sha zi 	啥子	c=0 d=0.013466 t=41606
shan 	山	c=0 d=4.37536e-42 t=41606
shan chu 	刪除	c=8 d=0.0213312 t=41606
shan chu suo you lian jie 	刪除所有鏈接	c=1 d=0.214381 t=41606
shan ding 	山頂	c=5 d=3.42421e-10 t=41606
shan ding lu 	山頂路	c=3 d=0.477114 t=41606
shan gu lu 	山咕嚕	c=1 d=4.39729e-41 t=41606
shan jian 	刪減	c=2 d=0.302704 t=41606
shan ku 	刪庫	c=2 d=0.0439369 t=41606
shan le 	刪了	c=1 d=0.00159229 t=41606
shan qu 	山區	c=1 d=4.75705e-25 t=41606
shan tui 	閃退	c=2 d=1.28035e-05 t=41606
shan tui le 	閃退了	c=1 d=9.49258e-06 t=41606
shan yao 	閃耀	c=0 d=2.27584e-58 t=41606
shan yao nuan nuan 	閃耀暖暖	c=1 d=2.28725e-57 t=41606
shan zhao 	閃照	c=2 d=2.93854e-70 t=41606
shan zhen hai wei 	山珍海味	c=1 d=1.44863e-66 t=41606
shan zi 	扇子	c=1 d=5.00265e-29 t=41606
shang 	上	c=57 d=0.315369 t=41606
shang 	商	c=0 d=4.39444e-05 t=41606
shang bai 	上百	c=0 d=9.55479e-25 t=41606
shang bai zhang 	上百張	c=1 d=9.60268e-24 t=41606
shang bu liao 	上不了	c=1 d=1.03629e-37 t=41606
shang ce 	上策	c=1 d=0.246597 t=41606
shang ce suo 	上廁所	c=1 d=7.67181e-30 t=41606
shang chuan 	上傳	c=2 d=9.85783e-10 t=41606
shang chuan zhong 	上傳中	c=1 d=9.90724e-09 t=41606
shang chuang 	上牀	c=1 d=5.06946e-38 t=41606
shang dao 	上到	c=1 d=3.47212e-56 t=41606
shang de 	上的	c=1 d=6.69273e-12 t=41606
shang dian 	商店	c=2 d=0.0495388 t=41606
shang diao 	上吊	c=1 d=3.08924e-05 t=41606
shang fen 	上分	c=4 d=1.13096e-36 t=41606
shang fen 	上墳	c=1 d=3.85246e-73 t=41606
shang ge 	上個	c=1 d=0.0163654 t=41606
shang ge ce suo 	上個廁所	c=3 d=7.16557e-21 t=41606
shang guan 	上官	c=1 d=9.72398e-54 t=41606
shang guo 	上過	c=1 d=5.84655e-10 t=41606
shang hai 	傷害	c=0 d=1.86978e-40 t=41606
shang hai bao lei 	上海堡壘	c=1 d=5.87166e-31 t=41606
shang jia 	上架	c=1 d=1.70467e-69 t=41606
shang jing 	上鏡	c=1 d=0.57695 t=41606
shang kan 	上看	c=1 d=0.0020601 t=41606
shang ke 	上課	c=31 d=1.19575e-15 t=41606
shang lai 	上來	c=0 d=1.13543e-54 t=41606
shang le 	上了	c=3 d=0.000124952 t=41606
shang le yi ge 	上了一個	c=1 d=1.19816e-68 t=41606
shang lou 	上樓	c=0 d=7.00532e-50 t=41606
shang mian 	上面	c=11 d=0.201897 t=41606
shang nao jin 	傷腦筋	c=1 d=3.91693e-33 t=41606
shang pin 	商品	c=1 d=2.87326e-64 t=41606
shang ping 	上屏	c=1 d=7.72455e-46 t=41606
shang qian wan 	上千萬	c=1 d=2.37703e-10 t=41606
shang qu 	上去	c=1 d=9.7091e-36 t=41606
shang shen me 	上什麼	c=2 d=5.47234e-24 t=41606
shang sheng 	上升	c=1 d=3.86848e-63 t=41606
shang shou 	上手	c=2 d=1.04715e-33 t=41606
shang shu 	上述	c=1 d=2.72421e-55 t=41606
shang wang 	上網	c=3 d=5.38764e-14 t=41606
shang wei 	上位	c=0 d=1.14926e-20 t=41606
shang wei 	尚未	c=1 d=0.597501 t=41606
shang xia 	上下	c=1 d=9.40392e-72 t=41606
shang xia wen 	上下文	c=2 d=2.28523e-39 t=41606
shang xian 	上線	c=7 d=1.06931e-13 t=41606
shang xian shi 	上線時	c=1 d=1.99047e-69 t=41606
shang xin 	傷心	c=1 d=0.0575558 t=41606
shang xue 	上學	c=1 d=4.18768e-84 t=41606
shang ye 	商業	c=1 d=0.0495388 t=41606
shang ye ruan ti 	商業軟體	c=1 d=2.88981e-14 t=41606
shang yi 	上一	c=0 d=1.52104e-82 t=41606
shang yi ban de ke 	上一般的課	c=1 d=1.52866e-81 t=41606
shang yi ci 	上一次	c=1 d=1.18979e-15 t=41606
shang yi fen 	上一份	c=1 d=0.0306538 t=41606
shang you xi 	上遊戲	c=3 d=5.74054e-30 t=41606
shang zai 	尚在	c=1 d=1.93578e-06 t=41606
shao 	少	c=10 d=0.133321 t=41606
shao bu fen 	少部分	c=2 d=3.5241e-54 t=41606
shao de 	少的	c=0 d=1.08887e-32 t=41606
shao de le 	少的了	c=1 d=1.09433e-31 t=41606
shao jian 	少見	c=1 d=8.50902e-72 t=41606
shao nian 	少年	c=1 d=2.46078e-35 t=41606
shao nv 	少女	c=0 d=2.59091e-54 t=41606
shao wei 	稍微	c=4 d=7.23019e-10 t=41606
shao zhe ge 	少這個	c=1 d=2.69398e-12 t=41606
she 	社	c=1 d=1.06222e-31 t=41606
she 	蛇	c=1 d=8.53858e-54 t=41606
she bei 	設備	c=7 d=0.0467666 t=41606
she chi 	奢侈	c=2 d=2.57544e-12 t=41606
she ding 	設定	c=8 d=9.85447e-05 t=41606
she ji 	射擊	c=0 d=1.14938e-80 t=41606
she ji 	設計	c=10 d=0.397932 t=41606
she ji dang an 	設計檔案	c=1 d=0.162026 t=41606
she ji mei xue 	設計美學	c=1 d=1.20297e-27 t=41606
she ji neng li 	設計能力	c=1 d=0.302704 t=41606
she ji shi 	設計師	c=0 d=0.0310367 t=41606
she ji you xi 	射擊遊戲	c=1 d=1.15514e-79 t=41606
she jiao 	社交	c=2 d=6.19185e-38 t=41606
she qu 	社區	c=2 d=0.782705 t=41606
she qun 	社羣	c=0 d=8.53395e-78 t=41606
she qun ruan ti 	社羣軟體	c=1 d=8.57673e-77 t=41606
she tuan 	社團	c=3 d=1.29258e-20 t=41606
she tuan ke 	社團課	c=2 d=0.000176004 t=41606
she xiang ji 	攝像機	c=2 d=1.83461e-43 t=41606
she xiang tou 	攝像頭	c=13 d=2.23695e-10 t=41606
she xiang tou mo zu 	攝像頭模組	c=1 d=7.91244e-11 t=41606
she zhi 	設置	c=4 d=0.0244775 t=41606
shei 	誰	c=13 d=1.65783e-07 t=41606
shei de 	誰的	c=1 d=1.84708e-13 t=41606
shei dou 	誰都	c=1 d=2.56644e-59 t=41606
shei gen ni 	誰跟你	c=1 d=9.3059e-37 t=41606
shei jia 	誰家	c=1 d=4.17843e-58 t=41606
shei ni 	誰你	c=1 d=2.40672e-09 t=41606
shei rang 	誰讓	c=0 d=2.68914e-80 t=41606
shei rang ni 	誰讓你	c=1 d=2.70262e-79 t=41606
shei song ni 	誰送你	c=1 d=1.83276e-06 t=41606
shei song ni de 	誰送你的	c=1 d=1.67449e-06 t=41606
shei yao 	誰要	c=1 d=1.17587e-53 t=41606
shei you 	誰有	c=1 d=5.788e-68 t=41606
shen 	神	c=12 d=3.37259e-09 t=41606
shen bian 	身邊	c=1 d=1.9657e-11 t=41606
shen bian de ren 	身邊的人	c=1 d=1.97556e-10 t=41606
shen cha 	審查	c=1 d=6.86799e-22 t=41606
shen du 	深度	c=7 d=8.79001e-13 t=41606
shen du xue xi 	深度學習	c=2 d=8.65464e-07 t=41606
shen emacs 	神Emacs	c=2 d=8.69881e-14 t=41606
shen er 	甚而	c=1 d=1.91939e-53 t=41606
shen fen 	身份	c=1 d=0.000553084 t=41606
shen fen yan zheng 	身份驗證	c=1 d=0.000614317 t=41606
shen fen zheng 	身份證	c=3 d=0.000572786 t=41606
shen fen zheng yan zheng 	身份證驗證	c=1 d=7.57175e-52 t=41606
shen he 	審核	c=1 d=3.25693e-68 t=41606
shen he 	審覈	c=1 d=3.43278e-69 t=41606
shen hua 	神話	c=1 d=5.35626e-09 t=41606
shen jing 	神經	c=7 d=3.94177e-46 t=41606
shen jing wang lu 	神經網路	c=5 d=5.72474e-28 t=41606
shen jing wang lu tu ling ji 	神經網路圖靈機	c=1 d=6.38476e-46 t=41606
shen jing yuan 	神經元	c=1 d=2.50435e-23 t=41606
shen jing yuan wang 	神經元網	c=0 d=5.62495e-27 t=41606
shen ke 	深刻	c=1 d=1.38686e-24 t=41606
shen me 	什麼	c=204 d=0.861417 t=41606
shen me lai le 	什麼來了	c=1 d=1.78526e-83 t=41606
shen me ren 	什麼人	c=1 d=0.353455 t=41606
shen mi gan 	神祕感	c=1 d=1.87105e-47 t=41606
shen ming yuan 	神名園	c=1 d=3.38949e-08 t=41606
shen qi 	神奇	c=1 d=8.85384e-10 t=41606
shen qing 	申請	c=4 d=5.15133e-50 t=41606
shen su 	申訴	c=2 d=6.52818e-79 t=41606
shen su le 	申訴了	c=1 d=2.05284e-79 t=41606
shen ti 	身體	c=7 d=0.159614 t=41606
shen xin 	身心	c=1 d=1.31922e-24 t=41606
shen you gan chu 	深有感觸	c=1 d=4.0747e-27 t=41606
shen zhi 	甚至	c=1 d=1.80552e-10 t=41606
shen zi 	身子	c=1 d=1.907e-46 t=41606
sheng 	生	c=2 d=3.72844e-41 t=41606
sheng 	省	c=2 d=2.13293e-76 t=41606
sheng 	聲	c=1 d=0.00753961 t=41606
sheng cai 	剩菜	c=0 d=4.91612e-60 t=41606
sheng cai sheng fan 	剩菜剩飯	c=1 d=4.94077e-59 t=41606
sheng chan li 	生產力	c=1 d=2.28647e-53 t=41606
sheng chan xian 	生產線	c=1 d=1.77611e-52 t=41606
sheng cheng 	生成	c=2 d=0.000155324 t=41606
sheng cheng 	聲稱	c=1 d=0.0544757 t=41606
sheng chu 	生出	c=1 d=4.38669e-42 t=41606
sheng dan jie 	聖誕節	c=1 d=2.88167e-69 t=41606
sheng fan 	剩飯	c=0 d=4.91612e-60 t=41606
sheng ge 	生個	c=1 d=3.67293e-41 t=41606
sheng huo 	生活	c=0 d=0.0341298 t=41606
sheng huo zai yi qi 	生活在一起	c=1 d=0.343009 t=41606
sheng ji 	升級	c=1 d=0.113608 t=41606
sheng ji 	生機	c=1 d=1.57361e-69 t=41606
sheng li 	勝利	c=1 d=2.40173e-14 t=41606
sheng lve 	省略	c=1 d=7.31257e-54 t=41606
sheng ming 	聲明	c=1 d=4.78252e-29 t=41606
sheng ming zhou qi 	生命週期	c=1 d=2.58695e-35 t=41606
sheng pi zi 	生僻字	c=1 d=4.98448e-45 t=41606
sheng qi 	生氣	c=2 d=0.367879 t=41606
sheng qian 	省錢	c=2 d=2.49933e-12 t=41606
sheng ren 	勝任	c=1 d=0.127454 t=41606
sheng ri 	生日	c=10 d=2.24195e-06 t=41606
sheng ri kuai le 	生日快樂	c=1 d=2.36437e-06 t=41606
sheng tai 	生態	c=2 d=0.0212797 t=41606
sheng wen 	聲紋	c=1 d=2.84418e-62 t=41606
sheng wu 	生物	c=2 d=5.38311e-09 t=41606
sheng xia 	剩下	c=1 d=0.0687289 t=41606
sheng xia de 	剩下的	c=2 d=0.690734 t=41606
sheng xin 	省心	c=2 d=8.87165e-63 t=41606
sheng yin 	聲音	c=9 d=6.94433e-05 t=41606
sheng yu pian 	生魚片	c=2 d=6.22692e-38 t=41606
sheng zai 	生在	c=0 d=1.39135e-63 t=41606
sheng zai fu zhong bu zhi fu 	生在福中不知福	c=1 d=1.39833e-62 t=41606
shi 	事	c=1 d=0.00132016 t=41606
shi 	使	c=3 d=1.70623e-21 t=41606
shi 	十	c=2 d=1.49653e-67 t=41606
shi 	式	c=1 d=0.551563 t=41606
shi 	是	c=432 d=4.46024 t=41606
shi 	時	c=17 d=0.0328764 t=41606
shi 	試	c=0 d=5.20576e-57 t=41606
shi a 	是啊	c=9 d=0.332293 t=41606
shi ba 	是吧	c=9 d=0.40847 t=41606
shi bei 	是被	c=1 d=0.00755912 t=41606
shi bie 	識別	c=2 d=0.0211189 t=41606
shi bu shi 	是不是	c=29 d=0.0372563 t=41606
shi chang 	市場	c=4 d=0.00166156 t=41606
shi chang jia ge 	市場價格	c=1 d=9.85551e-65 t=41606
shi chang shang 	市場上	c=1 d=3.46692e-09 t=41606
shi chu 	使出	c=1 d=1.40128e-28 t=41606
shi cong 	是從	c=1 d=3.56305e-66 t=41606
shi dai 	世代	c=1 d=6.94788e-11 t=41606
shi dai 	時代	c=1 d=0.246597 t=41606
shi de 	使得	c=12 d=0.664084 t=41606
shi de 	是的	c=99 d=0.0100411 t=41606
shi de hua 	是的話	c=1 d=3.35737e-43 t=41606
shi de ne 	是的呢	c=1 d=2.10895e-14 t=41606
shi de ya 	是的呀	c=4 d=3.10533e-55 t=41606
shi fan 	示範	c=1 d=2.99845e-07 t=41606
shi fei 	是非	c=1 d=1.13585e-28 t=41606
shi fen 	十分	c=3 d=0.120696 t=41606
shi fen jian dan 	十分簡單	c=1 d=0.394554 t=41606
shi fen you xiu 	十分優秀	c=1 d=3.92347e-82 t=41606
shi fou 	是否	c=3 d=0.0618783 t=41606
shi fou sun huai 	是否損壞	c=1 d=0.621885 t=41606
shi ge 	是個	c=1 d=9.66099e-07 t=41606
shi ge li wai 	是個例外	c=1 d=4.11762e-62 t=41606
shi gu 	事故	c=2 d=6.98634e-17 t=41606
shi guang 	時光	c=0 d=5.48998e-06 t=41606
shi guang ji 	時光機	c=10 d=0.225674 t=41606
shi guo 	試過	c=0 d=5.73041e-69 t=41606
shi he 	適合	c=6 d=1.05435e-07 t=41606
shi hen 	是很	c=1 d=1.53063e-08 t=41606
shi hou 	事後	c=29 d=1.45649 t=41606
shi hou 	時候	c=130 d=1.32665 t=41606
shi ji 	世紀	c=1 d=0.362402 t=41606
shi ji 	實際	c=4 d=5.18953e-07 t=41606
shi ji 	市集	c=0 d=4.74542e-56 t=41606
shi ji 	時機	c=0 d=5.73078e-11 t=41606
shi ji cao zuo 	實際操作	c=1 d=1.26504e-60 t=41606
shi ji er shi 	十幾二十	c=0 d=2.14593e-43 t=41606
shi ji er shi fen zhong 	十幾二十分鐘	c=1 d=2.15669e-42 t=41606
shi ji shi yong 	實際使用	c=3 d=6.8942e-08 t=41606
shi ji tian 	十幾天	c=1 d=3.0558e-24 t=41606
shi ji tian qian 	十幾天前	c=1 d=5.11937e-65 t=41606
shi ji xiao guo 	實際效果	c=1 d=9.80866e-09 t=41606
shi ji yan shi 	實際延時	c=1 d=5.5739e-07 t=41606
shi ji yan shi 	實際演示	c=1 d=5.60184e-07 t=41606
shi jia 	事假	c=0 d=1.84545e-33 t=41606
shi jia 	市價	c=2 d=9.94864e-49 t=41606
shi jia le 	事假了	c=1 d=1.8547e-32 t=41606
shi jian 	事件	c=2 d=1.86749e-54 t=41606
shi jian 	時間	c=37 d=0.00158439 t=41606
shi jian ji qi 	時間機器	c=1 d=0.000100535 t=41606
shi jian le 	時間了	c=1 d=4.81484e-20 t=41606
shi jie 	世界	c=4 d=0.000253537 t=41606
shi jie jin tou 	世界盡頭	c=1 d=3.97342e-25 t=41606
shi jie shang 	世界上	c=3 d=4.34096e-07 t=41606
shi jin zhi 	十進制	c=1 d=0.292293 t=41606
shi jue 	視覺	c=3 d=1.85451e-43 t=41606
shi jue de 	視覺的	c=1 d=9.74252e-47 t=41606
shi ke 	蝕刻	c=0 d=5.47657e-36 t=41606
shi ke dian lu 	蝕刻電路	c=1 d=5.50402e-35 t=41606
shi ke ji de dai biao 	是科技的代表	c=1 d=1.3523e-80 t=41606
shi lai mu 	史萊姆	c=2 d=1.18696e-38 t=41606
shi li 	實力	c=1 d=2.58739e-37 t=41606
shi lian 	失戀	c=1 d=8.06078e-53 t=41606
shi liang 	矢量	c=0 d=0.0286505 t=41606
shi liang hui tu 	矢量繪圖	c=1 d=0.287941 t=41606
shi liu 	十六	c=0 d=4.49759e-72 t=41606
shi ma 	是嗎	c=1 d=1.56586e-11 t=41606
shi me 	是麼	c=2 d=0.0178634 t=41606
shi mian 	失眠	c=1 d=5.0959e-11 t=41606
shi mian le 	失眠了	c=1 d=2.10924e-45 t=41606
shi mian shang 	市面上	c=6 d=0.0518189 t=41606
shi min 	市民	c=0 d=5.25701e-84 t=41606
shi min yan zheng 	市民驗證	c=1 d=5.28336e-83 t=41606
shi ming 	使命	c=0 d=2.6008e-40 t=41606
shi ming 	實名	c=1 d=7.16655e-53 t=41606
shi ming sang 	是命喪	c=2 d=1.32206e-71 t=41606
shi ming yan zheng 	實名驗證	c=2 d=1.81644e-51 t=41606
shi ming zhao huan 	使命召喚	c=2 d=4.8548e-29 t=41606
shi na ge 	是哪個	c=1 d=2.26295e-49 t=41606
shi na lai 	是拿來	c=1 d=8.81361e-74 t=41606
shi na yi tai 	是哪一台	c=1 d=1.00085e-10 t=41606
shi ni 	是你	c=2 d=3.53203e-22 t=41606
shi ni jiao wo de 	是你教我的	c=1 d=2.5001e-45 t=41606
shi ni men 	是你們	c=1 d=1.39737e-54 t=41606
shi nian qian 	十年前	c=1 d=1.04745e-16 t=41606
shi o 	是哦	c=2 d=6.76114e-14 t=41606
shi pei 	適配	c=5 d=7.54474e-10 t=41606
shi pei hao 	適配好	c=1 d=4.01869e-70 t=41606
shi pin 	視頻	c=1 d=9.09189e-28 t=41606
shi ping 	時評	c=1 d=7.58619e-45 t=41606
shi ping 	視屏	c=2 d=4.19051e-40 t=41606
shi qi 	使其	c=1 d=0.283654 t=41606
shi qing 	事情	c=33 d=0.811849 t=41606
shi qu 	失去	c=0 d=2.16941e-24 t=41606
shi qu 	時區	c=3 d=2.16941e-23 t=41606
shi qu le 	失去了	c=1 d=2.18029e-23 t=41606
shi re 	溼熱	c=1 d=1.13821e-23 t=41606
shi shang 	時尚	c=2 d=5.55379e-07 t=41606
shi shei 	是誰	c=3 d=2.43091e-09 t=41606
shi shen me 	是什麼	c=6 d=1.55964e-23 t=41606
shi shi 	事實	c=1 d=5.35444e-05 t=41606
shi shi 	實施	c=1 d=3.68608e-83 t=41606
shi shi 	試試	c=9 d=0.0582041 t=41606
shi shi kan 	試試看	c=4 d=0.017953 t=41606
shi shi shang 	事實上	c=1 d=1.80326e-54 t=41606
shi shi shi 	是是是	c=3 d=4.89839e-41 t=41606
shi shuo 	時說	c=1 d=2.81828e-72 t=41606
shi ta 	是他	c=1 d=1.42657e-62 t=41606
shi wang 	失望	c=0 d=0.00566989 t=41606
shi wang mo 	視網膜	c=1 d=4.35132e-35 t=41606
shi wo 	使我	c=7 d=5.04964e-18 t=41606
shi wo 	是我	c=5 d=1.09511e-10 t=41606
shi wo bi jiao te shu 	是我比較特殊	c=1 d=8.40689e-77 t=41606
shi wo men 	使我們	c=1 d=5.85314e-82 t=41606
shi wo men 	是我們	c=1 d=1.36994e-56 t=41606
shi xian 	事先	c=1 d=1.5758e-56 t=41606
shi xian 	實現	c=12 d=0.0158434 t=41606
shi xian de 	實現的	c=1 d=4.38967e-50 t=41606
shi xiao 	失效	c=1 d=1.5201e-15 t=41606
shi xun 	實訓	c=1 d=2.68183e-47 t=41606
shi xun 	視訊	c=1 d=1.72637e-13 t=41606
shi xun gong neng 	視訊功能	c=1 d=1.73502e-12 t=41606
shi ya 	是呀	c=3 d=2.53969e-24 t=41606
shi yan 	實驗	c=6 d=5.76752e-26 t=41606
shi yan bao gao 	實驗報告	c=1 d=3.61432e-87 t=41606
shi yan bi ji 	實驗筆記	c=1 d=9.37037e-30 t=41606
shi yan bi jiao 	實驗比較	c=1 d=9.32364e-30 t=41606
shi yan dong ji 	實驗動機	c=1 d=4.50923e-72 t=41606
shi yan ji lu 	實驗記錄	c=4 d=1.37484e-61 t=41606
shi yan shi 	實驗室	c=2 d=0.873716 t=41606
shi yan xing 	實驗性	c=1 d=5.87485e-08 t=41606
shi yao 	是要	c=5 d=3.31775e-21 t=41606
shi yao kan 	是要看	c=1 d=4.73816e-37 t=41606
shi yi 	失憶	c=0 d=7.09622e-84 t=41606
shi yi 	是一	c=0 d=5.89006e-10 t=41606
shi yi ge 	是一個	c=2 d=6.3505e-08 t=41606
shi yi le 	失憶了	c=1 d=7.13179e-83 t=41606
shi yi tu 	示意圖	c=1 d=4.37313e-35 t=41606
shi yi xia 	試一下	c=1 d=3.53804e-43 t=41606
shi yi zhong 	是一種	c=1 d=3.09724e-06 t=41606
shi yong 	使用	c=112 d=0.655254 t=41606
shi yong 	是用	c=3 d=0.0132999 t=41606
shi yong 	食用	c=1 d=3.33087e-38 t=41606
shi yong de 	使用的	c=1 d=1.26199e-61 t=41606
shi yong le 	使用了	c=1 d=3.35577e-08 t=41606
shi yong liang 	使用量	c=1 d=0.121238 t=41606
shi yong qi 	試用期	c=0 d=0.0145148 t=41606
shi yong qi lai 	使用起來	c=1 d=0.146607 t=41606
shi yong qi liang du 	試用期亮度	c=1 d=0.145876 t=41606
shi yong qing jing 	使用情景	c=1 d=6.18408e-82 t=41606
shi yong ti yan 	使用體驗	c=4 d=1.08476e-16 t=41606
shi yong xia lai 	使用下來	c=1 d=8.45677e-29 t=41606
shi yong yu 	適用於	c=1 d=1.66893e-55 t=41606
shi yong zhe 	使用者	c=24 d=1.05957e-14 t=41606
shi zai 	實在	c=1 d=1.42269e-30 t=41606
shi zhang 	市長	c=1 d=1.76936e-66 t=41606
shi zhe me 	是這麼	c=1 d=0.460704 t=41606
shi zhe yang 	是這樣	c=2 d=7.168e-25 t=41606
shi zhen 	失真	c=1 d=6.5091e-67 t=41606
shi zhen de 	是真的	c=1 d=1.10382e-15 t=41606
shi zhi xing 	實質性	c=1 d=9.01705e-19 t=41606
shi zhu ji 	是主機	c=1 d=8.06901e-65 t=41606
shi zi xiu 	十字繡	c=1 d=0.124307 t=41606
shi zui 	是最	c=0 d=7.19903e-18 t=41606
shi zui rong yi 	是最容易	c=1 d=7.23512e-17 t=41606
shi zuo 	實作	c=2 d=2.00896e-23 t=41606
shi zuo shen me 	是做什麼	c=1 d=2.49619e-56 t=41606
shi zuo wei 	是作爲	c=1 d=2.56478e-22 t=41606
shou 	手	c=1 d=1.08064e-31 t=41606
shou 	收	c=11 d=1.43568 t=41606
shou bi nan shan 	壽比南山	c=1 d=1.45589e-66 t=41606
shou bo 	首播	c=2 d=1.50249e-15 t=41606
shou bu zhu 	受不住	c=1 d=2.02729e-21 t=41606
shou ce 	手冊	c=1 d=8.91157e-57 t=41606
shou dao 	受到	c=3 d=5.79505e-14 t=41606
shou dao 	收到	c=10 d=6.08938e-06 t=41606
shou de 	收的	c=2 d=0.0155297 t=41606
shou de 	熟的	c=1 d=3.5657e-16 t=41606
shou dong 	手動	c=4 d=0.00697795 t=41606
shou dong xi 	收東西	c=1 d=0.0845849 t=41606
shou fang zu 	收房租	c=2 d=0.0098528 t=41606
shou fei 	收費	c=3 d=0.0515605 t=41606
