# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	41606
#@/user_id	fred-mbp
a 	啊	c=754 d=2.64207 t=41606
gen shou 	跟手	c=0 d=0.0396531 t=41606
gen zhe 	跟着	c=1 d=1.02052e-33 t=41606
geng 	更	c=2 d=1.13679e-23 t=41606
geng 	梗	c=1 d=2.05367e-25 t=41606
geng ben 	更本	c=1 d=3.08809e-30 t=41606
geng da 	更大	c=2 d=4.01868e-61 t=41606
geng duo 	更多	c=6 d=2.97833e-16 t=41606
geng gai 	更改	c=4 d=1.37854 t=41606
geng gai de 	更改的	c=1 d=2.33997e-31 t=41606
geng gao 	更高	c=1 d=8.27241e-05 t=41606
geng guang 	更廣	c=1 d=1.65457e-71 t=41606
geng hai 	更害	c=1 d=2.31669e-31 t=41606
geng hao 	更好	c=5 d=0.0342181 t=41606
geng hao de 	更好地	c=1 d=1.19446e-61 t=41606
geng hao kan 	更好看	c=1 d=2.74271e-17 t=41606
geng huan 	更換	c=2 d=0.08291 t=41606
geng jia 	更加	c=5 d=0.242926 t=41606
geng ju 	更具	c=1 d=3.85324e-46 t=41606
geng kuai 	更快	c=1 d=6.15553e-57 t=41606
geng nen 	更嫩	c=1 d=6.29098e-19 t=41606
geng neng 	更能	c=1 d=5.12198e-71 t=41606
geng qiang da 	更強大	c=1 d=0.034562 t=41606
geng xia 	更下	c=1 d=4.5547e-43 t=41606
geng xin 	更新	c=16 d=0.0739031 t=41606
geng xin huan dai 	更新換代	c=0 d=0.045612 t=41606
geng xin huan dai zhi kuai 	更新換代之快	c=1 d=0.458406 t=41606
geng xing 	更姓	c=2 d=3.61271e-23 t=41606
geng xu yao 	更需要	c=1 d=3.18105e-26 t=41606
geng you xiao lv 	更有效率	c=1 d=4.23955e-23 t=41606
geng zheng 	更正	c=1 d=2.8407e-77 t=41606
geng zhi 	耿直	c=1 d=6.12066e-49 t=41606
github 	GitHub	c=5 d=2.90478 t=41606
gmail 	Gmail	c=1 d=2.06431e-27 t=41606
gong chai 	公差	c=4 d=8.77591e-54 t=41606
gong chai dan 	公差單	c=1 d=8.81989e-53 t=41606
gong cheng 	工程	c=0 d=3.19928e-06 t=41606
gong cheng ji 	工程機	c=1 d=3.21532e-05 t=41606
gong cheng shi 	工程師	c=3 d=4.4464e-16 t=41606
gong chi 	公尺	c=0 d=2.07791e-17 t=41606
gong dian 	供電	c=5 d=0.0889216 t=41606
gong fu 	功夫	c=0 d=2.3056e-05 t=41606
gong fu xiong mao 	功夫熊貓	c=1 d=0.000231716 t=41606
gong gao 	公告	c=0 d=8.48561e-70 t=41606
gong guan 	公關	c=1 d=1.58268e-19 t=41606
gong ji 	攻擊	c=0 d=1.46577e-29 t=41606
gong ji zhuang 	攻擊裝	c=1 d=1.73946e-42 t=41606
gong jia 	公假	c=2 d=3.49023e-29 t=41606
gong ju 	工具	c=9 d=0.887608 t=41606
gong kai 	公開	c=3 d=3.50582e-52 t=41606
gong kong 	工控	c=0 d=8.3926e-58 t=41606
gong kong ji 	工控機	c=1 d=8.43467e-57 t=41606
gong li 	公里	c=1 d=0.00535353 t=41606
gong lv 	功率	c=2 d=0.00308872 t=41606
gong min 	公民	c=1 d=2.35162e-60 t=41606
gong neng 	功能	c=43 d=1.0316 t=41606
gong po 	攻破	c=1 d=2.98899e-58 t=41606
gong ren 	公認	c=1 d=3.18864e-54 t=41606
gong shang 	工商	c=0 d=2.06425e-57 t=41606
gong she 	工社	c=0 d=5.15149e-22 t=41606
gong shi 	公式	c=2 d=0.565525 t=41606
gong shi 	攻勢	c=1 d=1.40028e-49 t=41606
gong si 	公司	c=6 d=0.155673 t=41606
gong wang 	公網	c=1 d=2.55546e-38 t=41606
gong xiang 	共享	c=1 d=2.11266e-05 t=41606
gong ye ji shu 	工業技術	c=1 d=4.01199e-21 t=41606
gong ying 	供應	c=2 d=4.10446e-46 t=41606
gong yong 	功用	c=1 d=0.2334 t=41606
gong zuo 	工作	c=6 d=5.02516e-23 t=41606
gong zuo de 	工作地	c=1 d=1.44596e-15 t=41606
gong zuo qu 	工作區	c=2 d=2.16868e-19 t=41606
gou 	夠	c=1 d=1.96738e-21 t=41606
gou 	狗	c=2 d=1.9478e-21 t=41606
gou cheng 	構成	c=1 d=3.25825e-14 t=41606
gou chong 	鉤蟲	c=1 d=3.242e-14 t=41606
gou da 	勾搭	c=1 d=3.49867e-28 t=41606
gou gou 	狗狗	c=6 d=1.71688e-06 t=41606
gou le 	夠了	c=4 d=1.64312e-39 t=41606
gou lei le 	夠累了	c=1 d=1.97724e-20 t=41606
gou lei le 	狗累了	c=1 d=1.95757e-20 t=41606
gou mai 	購買	c=4 d=0.0720785 t=41606
gou tong 	溝通	c=7 d=3.69912e-07 t=41606
gou tou 	狗頭	c=2 d=3.07154e-55 t=41606
gou xiang 	構想	c=1 d=1.51923e-67 t=41606
gou xie 	狗血	c=1 d=2.33226e-51 t=41606
gou yong 	夠用	c=1 d=3.64517e-41 t=41606
gou zi 	狗仔	c=1 d=2.84767e-47 t=41606
gu 	估	c=0 d=1.67125e-43 t=41606
gu 	故	c=1 d=0.275271 t=41606
gu 	谷	c=1 d=1.64217e-12 t=41606
gu cheng 	古城	c=0 d=8.62733e-59 t=41606
gu dai 	古代	c=2 d=5.30296e-09 t=41606
gu dai nv zi 	古代女子	c=1 d=5.29828e-28 t=41606
gu ding 	固定	c=5 d=0.0335406 t=41606
gu du 	孤獨	c=0 d=4.53444e-21 t=41606
gu fu 	辜負	c=1 d=1.94044e-44 t=41606
gu fu le 	辜負了	c=1 d=8.11662e-46 t=41606
gu ji 	估計	c=30 d=0.66365 t=41606
gu ji shi 	估計是	c=1 d=6.42442e-60 t=41606
gu li 	古力	c=1 d=8.9316e-54 t=41606
gu lu 	咕嚕	c=0 d=4.37536e-42 t=41606
gu lu gu lu 	咕嚕咕嚕	c=1 d=0.400517 t=41606
gu piao 	股票	c=0 d=6.25834e-47 t=41606
gu piao yu ce 	股票預測	c=1 d=6.28971e-46 t=41606
gu shi 	故事	c=1 d=2.14265e-24 t=41606
gu yi 	故意	c=1 d=2.37687e-68 t=41606
gu yi xia shi jian 	估一下時間	c=1 d=1.67963e-42 t=41606
gua 	卦	c=1 d=8.44472e-71 t=41606
gua 	掛	c=1 d=4.97415e-50 t=41606
gua 	瓜	c=0 d=7.77716e-15 t=41606
gua le 	掛了	c=4 d=2.17579e-13 t=41606
gua zai 	掛載	c=2 d=1.9802 t=41606
gua zhe 	掛着	c=1 d=3.77682e-75 t=41606
guan 	冠	c=0 d=2.22502e-57 t=41606
guan 	灌	c=1 d=1 t=39
guan 	管	c=3 d=0.00162053 t=41606
guan bi 	關閉	c=5 d=1.03936e-13 t=41606
guan che 	貫徹	c=0 d=7.47476e-19 t=41606
guan che le 	貫徹了	c=1 d=7.51222e-18 t=41606
guan diao 	關掉	c=3 d=7.48289e-62 t=41606
guan diao le 	關掉了	c=1 d=2.08712e-68 t=41606
guan fang 	官方	c=10 d=0.0702988 t=41606
guan jian zi 	關鍵字	c=2 d=1.72397e-25 t=41606
guan kan 	觀看	c=0 d=8.51509e-52 t=41606
guan le 	關了	c=2 d=1.9321e-13 t=41606
guan li 	管理	c=4 d=0.0352602 t=41606
guan li qi 	管理器	c=3 d=4.76612e-18 t=41606
guan li yuan 	管理員	c=3 d=1.11374e-32 t=41606
guan ni 	管你	c=2 d=0.0146253 t=41606
guan wang 	官網	c=4 d=0.190139 t=41606
guan wang 	觀望	c=1 d=2.1817e-60 t=41606
guan wo 	管我	c=1 d=3.04419e-38 t=41606
guan xi 	關係	c=9 d=6.69386e-14 t=41606
guan xi tu 	關係圖	c=1 d=3.96917e-35 t=41606
guan xin 	關心	c=0 d=1.30091e-37 t=41606
guan xin wo 	關心我	c=1 d=1.30743e-36 t=41606
guan yu 	關於	c=4 d=0.527292 t=41606
guan zhu 	關注	c=2 d=4.05011e-44 t=41606
guang 	光	c=2 d=6.25408e-39 t=41606
guang cai 	光彩	c=0 d=0.0283654 t=41606
guang dian 	光點	c=2 d=0.00272579 t=41606
guang fan 	廣泛	c=1 d=1.55938e-21 t=41606
guang gao 	廣告	c=5 d=2.83307e-16 t=41606
guang jiao 	廣角	c=1 d=1.28978e-73 t=41606
guang lin 	光臨	c=1 d=2.13443e-67 t=41606
guang ming 	光明	c=0 d=8.84272e-55 t=41606
guang wang 	光往	c=1 d=6.98508e-15 t=41606
guang wu ran 	光污染	c=1 d=2.38343e-71 t=41606
guang xian 	光線	c=4 d=4.7195e-20 t=41606
guang xian 	光纖	c=1 d=2.3513e-29 t=41606
guang xian liang li 	光鮮亮麗	c=1 d=1.67154e-44 t=41606
guang xian wen ti 	光線問題	c=1 d=1.89185e-30 t=41606
guang zhi lv 	光之旅	c=1 d=6.92667e-38 t=41606
guang zhi lv ren 	光之旅人	c=1 d=6.44454e-38 t=41606
gui 	貴	c=11 d=0.0489473 t=41606
gui 	鬼	c=0 d=0.000491728 t=41606
gui bi 	規避	c=1 d=1.76906e-64 t=41606
gui de 	貴的	c=1 d=2.08145e-36 t=41606
gui fan 	規範	c=0 d=7.47961e-56 t=41606
gui fan zhong 	規範中	c=1 d=7.5171e-55 t=41606
gui hua 	規劃	c=1 d=2.15485e-32 t=41606
gui ji 	軌跡	c=1 d=6.86777e-51 t=41606
gui le 	貴了	c=0 d=0.000305798 t=41606
gui le dian 	貴了點	c=1 d=0.00307331 t=41606
gui ling 	歸零	c=2 d=0.594521 t=41606
gui zhi dao 	鬼知道	c=1 d=9.07488e-06 t=41606
gun 	滾	c=4 d=1.87302e-30 t=41606
gun dao 	滾到	c=1 d=4.37536e-41 t=41606
gun dong 	滾動	c=2 d=4.37462e-39 t=41606
gun lun 	滾輪	c=1 d=4.69181e-39 t=41606
guo 	過	c=10 d=0.257947 t=41606
guo 	鍋	c=1 d=1.78725e-08 t=41606
guo bu 	裹布	c=0 d=1.84739e-16 t=41606
guo cheng 	過程	c=5 d=0.514274 t=41606
guo chong 	過沖	c=1 d=1.01965e-23 t=41606
guo da 	過大	c=1 d=5.85432e-55 t=41606
guo de 	過得	c=2 d=0.0353455 t=41606
guo de ri zi 	過得日子	c=1 d=0.355226 t=41606
guo duan 	果斷	c=1 d=1.718e-43 t=41606
guo duo 	過多	c=0 d=3.98277e-83 t=41606
guo duo de 	過多的	c=1 d=4.00273e-82 t=41606
guo fang huo qiang 	過防火牆	c=1 d=1.66202e-65 t=41606
guo fen 	過分	c=2 d=1.25377e-43 t=41606
guo gao 	過高	c=1 d=1.16097e-50 t=41606
guo hou 	過後	c=3 d=4.6646e-45 t=41606
guo ji 	國際	c=2 d=8.84253e-65 t=41606
guo ji fu 	國際副	c=1 d=5.45557e-78 t=41606
guo ji sai 	國際賽	c=1 d=1.2405e-06 t=41606
guo ji yun fei 	國際運費	c=1 d=2.90213e-64 t=41606
guo jia 	國家	c=2 d=4.34761e-25 t=41606
guo lai 	過來	c=3 d=0.00792617 t=41606
guo le 	過了	c=2 d=0.0833681 t=41606
guo le ba 	過了吧	c=1 d=0.83527 t=41606
guo le ma 	過了嘛	c=1 d=2.70878e-47 t=41606
guo lv 	過濾	c=1 d=3.57543e-48 t=41606
guo min 	過敏	c=1 d=7.4898e-71 t=41606
guo nei 	國內	c=1 d=1.38037e-57 t=41606
guo pin 	果品	c=0 d=2.41526e-81 t=41606
guo qi 	過期	c=3 d=1.97966e-05 t=41606
guo qu 	過去	c=9 d=0.0992527 t=41606
guo qu ba 	過去吧	c=1 d=2.46765e-09 t=41606
guo qu le 	過去了	c=1 d=0.0850088 t=41606
guo ran 	果然	c=1 d=8.25921e-45 t=41606
guo ri zi 	過日子	c=1 d=5.30714e-77 t=41606
guo wai 	國外	c=1 d=6.18007e-45 t=41606
guo wen 	國文	c=2 d=1.88696e-29 t=41606
guo wen ke 	國文課	c=1 d=0.0333733 t=41606
guo xiao 	國小	c=4 d=6.76398e-36 t=41606
guo yi xia 	過一下	c=2 d=0.00312804 t=41606
guo yu 	過於	c=0 d=5.30731e-49 t=41606
guo yu gao ang 	過於高昂	c=1 d=5.33391e-48 t=41606
guo zhong 	國中	c=3 d=4.33123e-10 t=41606
ha 	哈	c=0 d=1.00307e-37 t=41606
ha 	蛤	c=1 d=7.01412e-05 t=41606
ha ha 	哈哈	c=49 d=7.4586e-05 t=41606
ha ha ha 	哈哈哈	c=336 d=0.0339434 t=41606
ha ha ha ha 	哈哈哈哈	c=13 d=1.67159e-15 t=41606
ha ha ha ha ha 	哈哈哈哈哈	c=5 d=7.19023e-32 t=41606
ha ha hang a 	哈哈行啊	c=1 d=4.67557e-57 t=41606
ha hang a 	哈行啊	c=5 d=2.17281e-12 t=41606
ha sang 	哈桑	c=0 d=6.06491e-60 t=41606
ha sang ang 	哈桑昂	c=1 d=6.09532e-59 t=41606
hai 	嗨	c=1 d=0.433874 t=41606
hai 	害	c=41 d=0.80279 t=41606
hai 	還	c=25 d=0.0746858 t=41606
hai an xian 	海岸線	c=1 d=4.70971e-25 t=41606
hai bao 	海報	c=8 d=2.93227e-09 t=41606
hai bu 	還不	c=0 d=0.000810722 t=41606
hai bu cuo 	還不錯	c=3 d=3.04773e-09 t=41606
hai bu ru 	還不如	c=2 d=1.2949e-11 t=41606
hai bu shi 	還不是	c=4 d=3.46628e-36 t=41606
hai bu xing 	還不行	c=0 d=8.99195e-46 t=41606
hai bu yong 	還不用	c=1 d=0.00814786 t=41606
hai cha 	還差	c=1 d=8.40546e-76 t=41606
hai cha yi ge 	還差一個	c=1 d=8.4476e-75 t=41606
hai chang 	還長	c=0 d=2.47311e-36 t=41606
hai chu 	害處	c=1 d=4.38072e-26 t=41606
hai de 	害得	c=0 d=2.14966e-34 t=41606
hai de wo 	害得我	c=1 d=2.16043e-33 t=41606
hai di 	海底	c=1 d=4.21482e-13 t=41606
hai duo le 	還多了	c=1 d=1.15455e-73 t=41606
hai guan 	海關	c=1 d=0.00052611 t=41606
hai hao 	還好	c=25 d=0.443414 t=41606
hai hao shuo 	還好說	c=1 d=1.47002e-62 t=41606
hai hen 	還很	c=0 d=1.35096e-40 t=41606
hai hen hao 	還很好	c=1 d=1.35774e-39 t=41606
hai hui 	還會	c=1 d=3.92974e-42 t=41606
hai ke yi 	還可以	c=5 d=0.103053 t=41606
hai la ji 	還垃圾	c=1 d=1.07266e-31 t=41606
hai lei 	還累	c=1 d=1.44214e-72 t=41606
hai mei 	還沒	c=13 d=0.461701 t=41606
hai mei ji 	還沒寄	c=1 d=1.15106e-08 t=41606
hai mei kai 	還沒開	c=2 d=0.00594622 t=41606
hai mei xing a 	還沒醒啊	c=1 d=1.48737e-53 t=41606
hai mei you 	還沒有	c=31 d=0.0227089 t=41606
hai mei zuo fan 	還沒做飯	c=1 d=3.09378e-81 t=41606
hai neng 	還能	c=9 d=1.32127 t=41606
hai pa 	還怕	c=1 d=2.01054e-40 t=41606
hai pian yi 	還便宜	c=1 d=0.0347353 t=41606
hai shi 	還是	c=200 d=1.14355 t=41606
hai shi chu 	海事處	c=1 d=2.15215e-76 t=41606
hai shi jiao 	還是叫	c=1 d=5.80237e-09 t=41606
hai shi yao 	還是要	c=2 d=1.19267e-14 t=41606
hai suan 	還算	c=1 d=1.00096e-70 t=41606
hai ting 	還挺	c=0 d=5.97869e-68 t=41606
hai ting hao kan 	還挺好看	c=2 d=1.36472e-66 t=41606
hai wai 	海外	c=1 d=6.21105e-45 t=41606
hai wai mai 	海外買	c=1 d=2.0444e-60 t=41606
hai wei 	還未	c=1 d=1.10491e-56 t=41606
hai wen 	還問	c=1 d=9.38953e-54 t=41606
hai xing 	海星	c=1 d=1.10247e-30 t=41606
hai xing 	還行	c=21 d=0.822835 t=41606
hai xing ba 	還行吧	c=1 d=1.42091e-74 t=41606
hai xu yao 	還需要	c=2 d=0.0614212 t=41606
hai yao 	還要	c=23 d=0.0997641 t=41606
hai yao hao 	還要好	c=1 d=1.32746e-09 t=41606
hai yong shou ji 	還用手機	c=1 d=1.66173e-63 t=41606
hai you 	還有	c=37 d=0.661449 t=41606
hai you dai shang que 	還有待商榷	c=1 d=3.31821e-52 t=41606
hai zai 	還在	c=7 d=0.00729913 t=41606
hai zai xiao che shang 	還在小車上	c=1 d=1.25762e-79 t=41606
hai zi 	孩子	c=5 d=3.38535e-23 t=41606
hai zi chan 	害資產	c=1 d=1.45366e-48 t=41606
han 	函	c=1 d=2.59814e-27 t=41606
han 	含	c=0 d=1.11109e-05 t=41606
han 	汗	c=1 d=0.423162 t=41606
han bao 	漢堡	c=1 d=2.24547e-46 t=41606
han gai 	涵蓋	c=1 d=4.16609e-82 t=41606
han han 	憨憨	c=4 d=2.29475e-06 t=41606
han ni 	喊你	c=1 d=1.83712e-67 t=41606
han shu 	函數	c=1 d=3.55649e-35 t=41606
han ta 	喊他	c=2 d=3.37891e-30 t=41606
han yu 	漢語	c=1 d=1.73609e-78 t=41606
han yun fei 	含運費	c=1 d=0.000111666 t=41606
han zhe 	喊着	c=1 d=1.53951e-76 t=41606
hang jian ju 	行間距	c=1 d=1.13504e-49 t=41606
hao 	好	c=237 d=0.945662 t=41606
hao 	號	c=38 d=0.668806 t=41606
hao a 	好啊	c=1 d=3.74051e-79 t=41606
hao ba 	好吧	c=36 d=0.687694 t=41606
hao ban 	好辦	c=1 d=6.52061e-30 t=41606
hao ban shi qing 	好辦事情	c=1 d=6.55329e-29 t=41606
hao bu hao 	好不好	c=2 d=0.194953 t=41606
hao bu rong yi 	好不容易	c=1 d=1.4805e-28 t=41606
hao chi 	好吃	c=1 d=2.23662e-30 t=41606
hao chi ma 	好吃嘛	c=1 d=2.24784e-29 t=41606
hao chu 	好處	c=2 d=2.18694e-54 t=41606
hao da 	好噠	c=2 d=1.08418e-81 t=41606
hao de 	好的	c=11 d=9.06601e-12 t=41606
hao de ne 	好的呢	c=1 d=1.67535e-12 t=41606
hao dian 	好點	c=1 d=3.91906e-10 t=41606
hao dian 	耗電	c=1 d=5.49934e-25 t=41606
hao ding 	號頂	c=1 d=1.31533e-48 t=41606
hao dong xi 	好東西	c=1 d=1.35769e-68 t=41606
hao duo 	好多	c=3 d=6.03711e-05 t=41606
hao duo le 	好多了	c=1 d=3.30278e-56 t=41606
hao e 	好餓	c=1 d=2.97247e-81 t=41606
hao fan 	好煩	c=1 d=1.86819e-29 t=41606
hao fang 	號房	c=1 d=8.53713e-52 t=41606
hao fang fa 	好方法	c=0 d=1.52135e-55 t=41606
hao gou tong 	好溝通	c=1 d=1.46269e-62 t=41606
hao gui 	好貴	c=1 d=8.24657e-27 t=41606
hao hao 	好好	c=7 d=0.537944 t=41606
hao hao hao 	好好好	c=2 d=6.38513e-75 t=41606
hao hao wei chi 	好好維持	c=1 d=1.88043e-47 t=41606
hao hao xie 	好好寫	c=1 d=1.23507e-72 t=41606
hao hao xue xi 	好好學習	c=1 d=0.606531 t=41606
hao he 	好喝	c=0 d=7.26844e-72 t=41606
hao he o 	好喝哦	c=2 d=2.15662e-67 t=41606
hao ji 	好幾	c=0 d=2.74309e-49 t=41606
hao ji ba 	好幾把	c=1 d=2.75684e-48 t=41606
hao ji bai 	好幾百	c=1 d=0.000930303 t=41606
hao ji nian 	好幾年	c=1 d=1.40906e-05 t=41606
hao ji tian 	好幾天	c=0 d=6.56424e-79 t=41606
hao ji tiao 	好幾條	c=1 d=0.0678809 t=41606
hao jiu 	好久	c=2 d=7.28648e-12 t=41606
hao ka 	好卡	c=1 d=0.000277414 t=41606
hao kan 	好看	c=21 d=8.53918e-10 t=41606
hao kan de 	好看的	c=1 d=2.12047e-78 t=41606
hao ke ai 	好可愛	c=0 d=0.0923116 t=41606
hao ke lian 	好可憐	c=1 d=1.94602e-68 t=41606
hao ke pa 	好可怕	c=1 d=5.04744e-75 t=41606
hao ke pa 	號可怕	c=1 d=5.02227e-75 t=41606
hao kun 	好睏	c=2 d=8.28482e-53 t=41606
hao la 	好啦	c=26 d=1.47137e-14 t=41606
hao le 	好了	c=33 d=0.0487253 t=41606
hao le ma 	好了嗎	c=1 d=4.27401e-30 t=41606
hao lei 	好累	c=11 d=0.0722528 t=41606
hao lei o 	好累哦	c=1 d=0.726149 t=41606
hao ma 	好嘛	c=7 d=0.0049667 t=41606
hao ma 	號碼	c=4 d=0.0134335 t=41606
hao ma fan 	好麻煩	c=3 d=7.76343e-52 t=41606
hao mang 	好忙	c=2 d=1.0885e-27 t=41606
hao meng 	好夢	c=1 d=2.10882e-72 t=41606
hao mie 	好咩	c=1 d=3.03933e-78 t=41606
hao nan 	好難	c=0 d=1.48298e-78 t=41606
hao nan chi 	好難吃	c=1 d=1.49041e-77 t=41606
hao nan guo 	好難過	c=1 d=2.75965e-60 t=41606
hao ping 	好評	c=3 d=6.7821e-21 t=41606
hao qi 	好奇	c=0 d=1.31577e-53 t=41606
hao shen 	好深	c=1 d=2.63194e-32 t=41606
hao shi ji 	好時機	c=1 d=5.7595e-10 t=41606
hao shuang 	好爽	c=1 d=0.625002 t=41606
hao shuang 	豪爽	c=1 d=0.621885 t=41606
hao shuo 	好說	c=1 d=0.00554422 t=41606
hao shuo hua 	好說話	c=1 d=0.000907334 t=41606
hao ting 	好聽	c=1 d=2.05185e-44 t=41606
hao tong ku 	好痛苦	c=2 d=0.0880368 t=41606
hao wan 	好玩	c=6 d=0.0376283 t=41606
hao wan yi dian 	好玩一點	c=1 d=9.56912e-71 t=41606
hao wen ti 	好問題	c=1 d=2.7243e-26 t=41606
hao wu 	毫無	c=2 d=7.24768e-08 t=41606
hao wu zhang fa 	毫無章法	c=1 d=4.90176e-54 t=41606
hao xiang 	好像	c=47 d=0.489143 t=41606
hao xiang 	好想	c=1 d=0.000564257 t=41606
hao xiang ai zhe ge shi jie 	好相愛這個世界	c=1 d=0.00259284 t=41606
hao xiang shi 	好像是	c=6 d=0.00119862 t=41606
hao xiao 	好笑	c=1 d=7.31506e-58 t=41606
hao xiao xi 	好消息	c=1 d=1.33112e-12 t=41606
hao xin 	好心	c=1 d=1.31421e-38 t=41606
hao xiu chi 	好羞恥	c=1 d=1.20228e-79 t=41606
hao yan shou 	好眼熟	c=1 d=1.35658e-29 t=41606
hao yi dian 	好一點	c=7 d=3.13062e-12 t=41606
hao yong 	好用	c=17 d=0.0812682 t=41606
hao yong de 	好用的	c=1 d=1.76005e-05 t=41606
hao yong ma 	好用嘛	c=1 d=4.77601e-13 t=41606
hao you 	好友	c=2 d=9.79e-16 t=41606
hao you yi si 	好有意思	c=1 d=9.83907e-16 t=41606
hao zao 	好早	c=1 d=3.98506e-30 t=41606
hao zuo 	好做	c=1 d=3.11637e-49 t=41606
he 	和	c=171 d=3.28604 t=41606
he 	喝	c=9 d=0.0451831 t=41606
he 	鶴	c=0 d=0.0299692 t=41606
he ai ke qin 	和藹可親	c=1 d=1.34208e-79 t=41606
he bing 	合併	c=4 d=0.0105672 t=41606
he feng mi shui 	喝蜂蜜水	c=1 d=1.01174e-49 t=41606
he hao 	和好	c=1 d=8.52669e-67 t=41606
he jiu 	喝酒	c=2 d=4.99476e-26 t=41606
he li 	合理	c=0 d=8.08164e-55 t=41606
he na ge 	和哪個	c=1 d=1.20712e-38 t=41606
he nai 	喝奶	c=3 d=3.0924e-17 t=41606
he ni 	和你	c=12 d=9.51553e-05 t=41606
he ni shuo 	和你說	c=4 d=2.06684e-13 t=41606
he ni shuo de 	和你說的	c=1 d=2.0772e-12 t=41606
he nin 	和您	c=1 d=1.93434e-56 t=41606
he ping 	和平	c=3 d=8.02467e-59 t=41606
he ping jing ying 	和平精英	c=12 d=1.39334e-20 t=41606
he qing he li 	合情合理	c=1 d=2.19376e-66 t=41606
he shei 	和誰	c=1 d=4.76191e-37 t=41606
he shen me 	和什麼	c=1 d=2.23434e-17 t=41606
he shi 	合適	c=1 d=0.000370744 t=41606
he shui 	喝水	c=4 d=2.69125e-14 t=41606
he ta 	和他	c=3 d=0.000176006 t=41606
he ta 	和她	c=3 d=4.55838e-53 t=41606
he ta shuo 	和他說	c=3 d=3.66531e-46 t=41606
he wo 	和我	c=21 d=0.0792617 t=41606
he wo mei 	和我妹	c=1 d=5.5222e-15 t=41606
he wo men 	和我們	c=1 d=1.17427e-37 t=41606
he wo men wan 	和我們玩	c=1 d=1.82864e-42 t=41606
he wo shuo 	和我說	c=5 d=2.34084e-06 t=41606
he xiao du shui 	喝消毒水	c=1 d=3.78491e-12 t=41606
he xin 	核心	c=3 d=0.0280834 t=41606
he xin gong neng 	核心功能	c=1 d=0.282239 t=41606
he xin zu jian 	核心組件	c=1 d=0.0399551 t=41606
he zhao 	合照	c=1 d=7.47452e-47 t=41606
he zhong 	何種	c=2 d=2.19963e-69 t=41606
he zi 	合資	c=1 d=3.45139e-15 t=41606
he zi 	盒子	c=1 d=0.00264522 t=41606
he zuo tian 	和昨天	c=1 d=6.69799e-80 t=41606
hei 	嘿	c=2 d=2.56967e-15 t=41606
hei 	黑	c=0 d=4.57612e-11 t=41606
hei bai 	黑白	c=1 d=9.79603e-82 t=41606
hei dui 	嘿對	c=1 d=2.29722e-20 t=41606
hei hei 	嘿嘿	c=1 d=2.27225e-36 t=41606
hei hei hei 	嘿嘿嘿	c=1 d=3.67543e-49 t=41606
hei mei 	黑莓	c=2 d=1.15413 t=41606
hei ping 	黑屏	c=2 d=6.31135e-57 t=41606
hei qiao ke li 	黑巧克力	c=1 d=4.59906e-10 t=41606
hei qun hui 	黑群暉	c=3 d=3.80335e-32 t=41606
hei ren 	黑人	c=2 d=1.5498e-29 t=41606
hei se 	黑色	c=7 d=0.189264 t=41606
hei ti 	黑體	c=0 d=0.00389686 t=41606
hei yan quan 	黑眼圈	c=1 d=6.68432e-56 t=41606
hen 	很	c=58 d=0.913931 t=41606
hen bang 	很棒	c=13 d=0.0114473 t=41606
hen bi yao 	很必要	c=1 d=0.017953 t=41606
hen bu hao 	很不好	c=1 d=0.160414 t=41606
hen cha 	很差	c=2 d=4.09791e-35 t=41606
hen chang 	很長	c=1 d=5.72358e-54 t=41606
hen chang yong 	很常用	c=1 d=0.217621 t=41606
hen chi xiang 	很吃香	c=1 d=2.0679e-18 t=41606
hen chou 	很醜	c=3 d=1.46902e-54 t=41606
hen da 	很大	c=7 d=1.70449e-09 t=41606
hen di 	很低	c=1 d=4.33685e-84 t=41606
hen duo 	很多	c=23 d=0.29553 t=41606
hen duo de 	很多的	c=1 d=8.21269e-08 t=41606
hen duo ren 	很多人	c=1 d=1.13837e-54 t=41606
hen duo tian 	很多天	c=2 d=0.0977834 t=41606
hen duo zhong 	很多中	c=1 d=1.72773e-80 t=41606
hen e 	恨惡	c=1 d=1.11989e-38 t=41606
hen fan 	很煩	c=2 d=2.85805e-31 t=41606
hen fei shi jian 	很費時間	c=1 d=5.98805e-56 t=41606
hen gang hao de 	很剛好的	c=1 d=1.34057e-07 t=41606
hen gao 	很高	c=5 d=0.00600597 t=41606
hen gao xing 	很高興	c=1 d=1.18237e-59 t=41606
hen gui 	很貴	c=1 d=0.000608204 t=41606
hen hao 	很好	c=8 d=0.0205478 t=41606
hen hao qi 	很好奇	c=1 d=1.32237e-52 t=41606
hen hao yong 	很好用	c=2 d=0.154124 t=41606
hen he li 	很合理	c=1 d=8.12215e-54 t=41606
hen hong 	很紅	c=1 d=7.86577e-59 t=41606
hen jian dan 	很簡單	c=3 d=0.210136 t=41606
hen jiu 	很久	c=8 d=0.25284 t=41606
hen jiu 	很舊	c=1 d=1.63132e-81 t=41606
hen ka 	很卡	c=1 d=7.95861e-50 t=41606
hen ke yi 	很可以	c=1 d=2.79707e-42 t=41606
hen kuai 	很快	c=6 d=0.00174675 t=41606
hen kuai kuai 	很快快	c=1 d=3.88787e-63 t=41606
hen la ji 	很垃圾	c=1 d=1.22728e-27 t=41606
